track_id,name,artist,spotify_preview_url,spotify_id,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRASRXK128F9311176,Fake Tales of San Francisco,Arctic Monkeys,https://p.scdn.co/mp3-preview/93d7fa28380ae4499a16dececa48b7a117bd44ea?cid=774b29d4f13844c495f206cafdad9c86,1RqqEU82PZFxy9AOntKosx,Rock,2006,179946,0.453,0.772,11,-4.466,0,0.0464,0.0109,0.0,0.0392,0.702,127.148,4
TRRVVTK128F422BB5D,Don't Stop Me Now,Queen,https://p.scdn.co/mp3-preview/6042b8adbf1102b28d5da81aa952134af83080b1?cid=774b29d4f13844c495f206cafdad9c86,0ch4H0B6RvfOvpI47YXyre,Pop,1979,268173,0.45,0.863,0,-11.825,1,0.194,0.0502,0.000241,0.689,0.23,159.335,4
TROCLWN128F92EB284,Fluorescent Adolescent,Arctic Monkeys,https://p.scdn.co/mp3-preview/cb8560b45aa0d4028e94a2648686c460641074d0?cid=774b29d4f13844c495f206cafdad9c86,02Y78WneC8bUaKWouKl00v,Pop,2007,177534,0.647,0.818,6,-5.222,0,0.0291,0.00196,3.04e-05,0.177,0.813,112.109,4
TRWQINA128F9339E57,Buddy Holly,Weezer,https://p.scdn.co/mp3-preview/8e4fe24146a0acac840e9f3ed45f92b684bd96bf?cid=774b29d4f13844c495f206cafdad9c86,0gOyllwzM7IvfuYZ903zNv,Rock,1994,159226,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,4
TRRKQMW128F9312597,Banquet,Bloc Party,https://p.scdn.co/mp3-preview/c458c74ad185378340fe18e7ea32214136ac27bc?cid=774b29d4f13844c495f206cafdad9c86,10DvIvSGKXCbAQtWsmJ5TF,Rock,2011,198986,0.568,0.967,10,-3.804,0,0.0728,0.00163,0.00314,0.315,0.756,149.949,4
TRFOVTO128F4228CC3,Fortunate Son,Creedence Clearwater Revival,https://p.scdn.co/mp3-preview/3136857b0f683af80257d8641b8e2680ddd8f2ce?cid=774b29d4f13844c495f206cafdad9c86,02W3Xt0zd4cXTQ923Cx9Q3,Rock,2005,138052,0.631,0.761,0,-3.905,1,0.0381,0.0562,0.26,0.201,0.45,132.498,4
TRINBYX128E0788920,1979,The Smashing Pumpkins,https://p.scdn.co/mp3-preview/133a9c8c49f32b3efa5addbd4fc1a553382da3d0?cid=774b29d4f13844c495f206cafdad9c86,0x2RFa998GW2SJ0taSn9W6,Rock,2013,267266,0.77,0.806,3,-9.414,1,0.0329,0.0153,0.614,0.0542,0.963,126.888,4
TRXCCHH128F429C0A9,Lonely Day,System of a Down,https://p.scdn.co/mp3-preview/b11499607c5ba42aae537b0aebd3bef92f335eba?cid=774b29d4f13844c495f206cafdad9c86,0EJHR4yvxC4TdLdbmQ9Ktq,Rock,2010,167906,0.47,0.796,8,-3.277,0,0.0336,0.362,1.11e-06,0.133,0.215,113.108,3
TRYFESD128F424095C,How You Remind Me,Nickelback,https://p.scdn.co/mp3-preview/bce58ffc6c70e0fcf2f2c0228f794743a07569ab?cid=774b29d4f13844c495f206cafdad9c86,0F2nGhgFNlkVHm81zNEvW6,Rock,2001,223826,0.44,0.763,10,-5.023,1,0.0337,0.00119,0.0,0.108,0.538,172.159,4
TRRGJNU128F92F42BF,Light My Fire,The Doors,https://p.scdn.co/mp3-preview/587df1d06b120c97f7859c8e47f7f59ac65096f0?cid=774b29d4f13844c495f206cafdad9c86,04Z8wWkZ9jUFXIbjs1sgUt,Rock,2012,412280,0.424,0.619,4,-10.116,0,0.0306,0.278,0.0,0.0585,0.523,130.514,4
TRCBZKH128F4277109,We Will Rock You,Queen,https://p.scdn.co/mp3-preview/77650d27f9d1c150eaacf12ab83ce62b2e99dca0?cid=774b29d4f13844c495f206cafdad9c86,03jhnLcIT8C4DhXnNecOZv,Rock,2006,121706,0.69,0.44,11,-8.528,0,0.0768,0.654,0.0,0.538,0.494,81.234,4
TRXIBFG128F42A4CFF,The Kids Aren't Alright,The Offspring,https://p.scdn.co/mp3-preview/74fd14ff0029da616e14376e853697dc10079783?cid=774b29d4f13844c495f206cafdad9c86,1kYq9r2xSLCPbCpb6jvr4V,Rock,2005,179946,0.512,0.945,1,-4.204,1,0.0347,0.006,3.25e-05,0.0581,0.812,99.552,4
TRBRRRZ128F930AB47,One Step Closer,Linkin Park,https://p.scdn.co/mp3-preview/4859175e37ab4336af22f983fec6d2d126a2b1de?cid=774b29d4f13844c495f206cafdad9c86,0jLPZfxVzioMLFVx4dcIy1,Rock,2000,157333,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4
TRGDQFS128F933AD5C,Violet Hill,Coldplay,https://p.scdn.co/mp3-preview/d1203aa08085a764cc2d494e48f6aaf58b244e59?cid=774b29d4f13844c495f206cafdad9c86,0aeknkZO0MWCdgwlNMypib,Rock,2008,221306,0.332,0.587,1,-7.905,0,0.0362,0.0571,0.00162,0.0864,0.109,76.051,4
TRRIGXH12903CB17E1,The Reason,Hoobastank,https://p.scdn.co/mp3-preview/b88392e350a215b5f6f4cf309b6ceabe925ec1a8?cid=774b29d4f13844c495f206cafdad9c86,0f9Ux3Lv1GWGHMyyOgGhbC,RnB,2010,233173,0.464,0.585,4,-7.889,1,0.0283,0.00948,0.0,0.131,0.0716,82.852,4
TRBNYBX128F422EC61,Hey There Delilah,Plain White T's,https://p.scdn.co/mp3-preview/fbac064e4b0b969269bb8f0120b12ee588bf50bf?cid=774b29d4f13844c495f206cafdad9c86,03U2Ypm7VifnymUMQC0CUh,Rock,2006,247060,0.451,0.261,2,-12.467,1,0.029,0.981,3.21e-06,0.659,0.372,100.46,4
TRAAXZC128F9360095,When the Sun Goes Down,Arctic Monkeys,https://p.scdn.co/mp3-preview/a94924e4d62c59fe7f1b35b2cb219b490518449d?cid=774b29d4f13844c495f206cafdad9c86,0bgpvcmfscIdN41ZPwHy5H,Rock,2006,202013,0.35,0.868,11,-4.903,0,0.171,0.0357,0.0,0.13,0.415,169.631,4
TRBBVGN128F931CBE4,Come Together,The Beatles,https://p.scdn.co/mp3-preview/0b7f27e54b99170672e251a5fa65c6846ed8d9ec?cid=774b29d4f13844c495f206cafdad9c86,2Cy21RP95WjKPXjS343LoK,Jazz,2014,206091,0.515,0.747,9,-4.369,0,0.0434,0.0321,5.37e-05,0.313,0.365,178.134,4
TRSJJWD128F930EAD7,What I've Done,Linkin Park,https://p.scdn.co/mp3-preview/b2bdf31db7c3a90dfa8f5c7539f8832c4089afe8?cid=774b29d4f13844c495f206cafdad9c86,18lR4BzEs7e3qzc0KVkTpU,Rock,2007,205613,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4
TRDMUWU128E078EDDB,Dumb,Nirvana,https://p.scdn.co/mp3-preview/b8463d9fe1e8540fd6d673d05d8e8de6951d350d?cid=774b29d4f13844c495f206cafdad9c86,13noTim30TG19L0rg9fa9k,Rock,1993,149706,0.682,0.405,6,-11.86,1,0.028,0.151,0.387,0.27,0.846,113.719,4
TRFOWKL12903CB3227,Sympathy for the Devil,The Rolling Stones,https://p.scdn.co/mp3-preview/e27a1939734aa019623c581ca1284ca640a5dc43?cid=774b29d4f13844c495f206cafdad9c86,01EiSKCrmQvNWWn0bt13eR,Electronic,1995,528693,0.479,0.874,9,-8.845,1,0.0723,0.333,0.424,0.686,0.834,118.657,4
TRXHJXZ128F423A18E,Immigrant Song,Led Zeppelin,https://p.scdn.co/mp3-preview/8455599677a13017978dcd3f4b210937f0a16bcb?cid=774b29d4f13844c495f206cafdad9c86,0PHVHKVy87eLKx3UJ6KwC0,Country,2003,145066,0.574,0.926,11,-10.79,1,0.0562,0.00031,0.478,0.386,0.609,113.097,4
TRARTEH128F423DBC1,15 Step,Radiohead,https://p.scdn.co/mp3-preview/18f2a704083cc69612e54165b0afeba18aa9462e?cid=774b29d4f13844c495f206cafdad9c86,6dsq7Nt5mIFzvm5kIYNORy,Rock,2007,237293,0.6,0.853,1,-7.584,1,0.0423,0.0489,0.346,0.0934,0.847,94.457,4
TRLMSAQ128F92E2532,Let It Be,The Beatles,https://p.scdn.co/mp3-preview/59c2b7b194724d52b5929df8039d9028fe45a4e6?cid=774b29d4f13844c495f206cafdad9c86,28YZkdihqt3e37t1IcqJIu,Rock,2012,236133,0.401,0.186,0,-17.001,1,0.0356,0.588,0.84,0.103,0.504,75.894,4
TRRGBWT128F4274A56,Drive,Incubus,https://p.scdn.co/mp3-preview/529519c74312d9a940114264e608f8cbf779628a?cid=774b29d4f13844c495f206cafdad9c86,01OTQZCspr2Y2HRpq9mr7N,Rock,2009,232760,0.645,0.835,4,-5.975,0,0.0372,0.0597,0.0139,0.158,0.661,90.56,4
TRYALRP128F92F521E,Aerials,System of a Down,https://p.scdn.co/mp3-preview/17c08cf40c2f21a4b3e65fd092749a3e35e59b68?cid=774b29d4f13844c495f206cafdad9c86,0m9h2rgCymn7kreQoNKwD8,Metal,2011,234826,0.406,0.924,0,-3.384,0,0.0516,0.00146,0.0422,0.0774,0.254,79.957,4
TRCUFYM12903CC389B,1901,Phoenix,https://p.scdn.co/mp3-preview/cab75790dd36721176158c47a838537751aba68d?cid=774b29d4f13844c495f206cafdad9c86,0cbj0DM7lfCr4uH4dULU4u,Rock,2009,193106,0.604,0.833,0,-5.406,1,0.0419,0.0608,3.79e-05,0.242,0.722,144.079,4
TRWVOJJ12903CCC654,My Immortal,Evanescence,https://p.scdn.co/mp3-preview/1d1e3814d3256397f6e6702e7a92e11fb734b519?cid=774b29d4f13844c495f206cafdad9c86,0ftNFLfm5CaVQtJCK0w2L5,Rock,2014,270266,0.364,0.285,9,-9.927,1,0.032,0.75,5.69e-06,0.1,0.0707,149.552,4
TRALASU128F9319112,Yesterday,The Beatles,https://p.scdn.co/mp3-preview/c5031508b93f27638b3a951fc5e93747123a36fe?cid=774b29d4f13844c495f206cafdad9c86,0ngCazpXcGnEVmfM28TiIU,Jazz,2013,177000,0.458,0.0781,6,-19.955,0,0.044,0.993,0.94,0.0955,0.23,83.624,4
TRRJXQO128F42581B4,Maps,Yeah Yeah Yeahs,https://p.scdn.co/mp3-preview/e2cede18cc48931a5a4662bd3ffad8e899be0581?cid=774b29d4f13844c495f206cafdad9c86,1B5KN9mubQY65Xad38J4oI,Rock,2004,214973,0.532,0.935,7,-5.839,1,0.055,0.00088,0.251,0.297,0.253,119.762,4
TRRUOJE128F931C966,Reckoner,Radiohead,https://p.scdn.co/mp3-preview/ea5618eca9b969c806fff7e34df1c55f3ef1284b?cid=774b29d4f13844c495f206cafdad9c86,0rvRs0ggyGWRp7ygw7Zi0S,Rock,2008,289760,0.49,0.632,4,-7.449,0,0.027,0.496,0.157,0.0827,0.237,104.265,4
TRIMBSF128F92FDD26,Last Resort,Papa Roach,https://p.scdn.co/mp3-preview/3275999b8cf38d3e10bb7829f2ae3cd1a657b6d2?cid=774b29d4f13844c495f206cafdad9c86,0SjhCnjTT2bXD9RtU8bFT9,Folk,2000,199893,0.59,0.894,4,-3.661,0,0.0579,0.000387,0.000661,0.269,0.732,90.604,4
TRHHSUX128F932E546,Bodysnatchers,Radiohead,https://p.scdn.co/mp3-preview/f7d0f2aabcc8ba2137bddb487865d37f4d521570?cid=774b29d4f13844c495f206cafdad9c86,1frWqD5oqa1mukQJKYyzqn,Electronic,2008,241506,0.4,0.979,2,-4.988,1,0.0602,0.00612,0.0319,0.0879,0.712,83.369,4
TRUDJQA128F930F7B9,Lucky,Radiohead,https://p.scdn.co/mp3-preview/2471315d277d1a8114c1b467f849c026522f23c2?cid=774b29d4f13844c495f206cafdad9c86,0aJanktxAN8A1n09lglSUg,Rock,2008,259640,0.199,0.419,11,-9.365,0,0.0324,0.0472,0.575,0.114,0.216,133.397,4
TRITVFR128E078EE0B,Drain You,Nirvana,https://p.scdn.co/mp3-preview/da7756514debde7f7918c54b7b30628de8a3f88f?cid=774b29d4f13844c495f206cafdad9c86,0bTLGlCqwZXwJGWGE2Dywg,Rock,1991,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,4
TRFXBVX128F4265DC7,Bulls on Parade,Rage Against the Machine,https://p.scdn.co/mp3-preview/9a0a212b91ae9561473158a58852f10d91a32440?cid=774b29d4f13844c495f206cafdad9c86,0tZ3mElWcr74OOhKEiNz1x,Rock,1996,229466,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4
TRAVBMS128F1458D8C,Give It Away,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/59e67f529bfe71e385a2b0abfc5e748e3a576608?cid=774b29d4f13844c495f206cafdad9c86,0IRA91bYKETRPMmR7ElJ4X,Rock,2014,284266,0.683,0.989,9,-2.092,0,0.0616,0.00579,0.00108,0.0964,0.781,91.558,4
TRULNMQ128F92E1FDA,Plug In Baby,Muse,https://p.scdn.co/mp3-preview/61726c38fc9e4b262bdc5ef805dcb844b58b827e?cid=774b29d4f13844c495f206cafdad9c86,0wJ9toDPSurZw7IGZVk566,Rock,2001,220480,0.406,0.953,2,-5.74,1,0.0473,6.48e-06,0.000407,0.0911,0.307,136.007,4
TRFYALP128F4281930,Rebellion (Lies),Arcade Fire,https://p.scdn.co/mp3-preview/5f45cc727dfb702475cfc70fafa8bb8e861997c1?cid=774b29d4f13844c495f206cafdad9c86,0XpcgpD48q7mtdHheRqvpa,Rock,2004,310893,0.404,0.938,8,-5.637,1,0.0357,0.00878,0.503,0.336,0.757,127.162,4
TROHBTQ128F427ECF2,Holiday,Green Day,https://p.scdn.co/mp3-preview/d2268e35743722faa0e04924901369d41dfe7a09?cid=774b29d4f13844c495f206cafdad9c86,4VgEM12OeaN3GyBV487Me7,Rock,2017,232680,0.552,0.89,8,-3.409,1,0.0342,0.000143,0.0,0.888,0.716,146.525,4
TRCQKEZ128F933F180,Behind Blue Eyes,Limp Bizkit,https://p.scdn.co/mp3-preview/99248f94fbcf65041492d72dbc8bd65c1ec02fee?cid=774b29d4f13844c495f206cafdad9c86,0ApGb6NH1TQP7klarPq2VW,Rock,2005,269386,0.586,0.502,7,-6.114,1,0.0272,0.417,0.0,0.0971,0.101,120.297,4
TRZODCU128F933923E,Chelsea Dagger,The Fratellis,https://p.scdn.co/mp3-preview/2a61b34b4a8fbed6f1cd788946721ebb54b7804b?cid=774b29d4f13844c495f206cafdad9c86,084kYAuQJmG0WoFGwwhyHK,Rock,2010,213893,0.509,0.754,7,-5.014,1,0.128,0.0517,0.0,0.12,0.528,154.671,4
TRFOBPI128F42734B9,The Unforgiven,Metallica,https://p.scdn.co/mp3-preview/12ea9e15edc7c5ac3e3796129a5ca35a9e768c43?cid=774b29d4f13844c495f206cafdad9c86,0BAjUM6V9P9g8rK83hVUTJ,Metal,1991,386493,0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,4
TRNULHY128F92F8F1B,Teddy Picker,Arctic Monkeys,https://p.scdn.co/mp3-preview/d480313f09828affe06c8617e5b740eb617d8010?cid=774b29d4f13844c495f206cafdad9c86,26ocLzyIX0dkfDgAerzFzs,Rock,2007,165000,0.637,0.963,9,-5.116,1,0.0882,0.000286,0.000889,0.0449,0.823,150.1,4
TRDUOHB128F92F24DC,Monkey Wrench,Foo Fighters,https://p.scdn.co/mp3-preview/7f98be705f7db05e0c3e291d80bb158124983232?cid=774b29d4f13844c495f206cafdad9c86,0Y6LOyCGL6AgWDc0zGcLKt,Rock,1997,231160,0.405,0.962,4,-4.81,1,0.0766,2.99e-05,5.11e-05,0.124,0.703,174.098,4
TROIISO128F93184B7,Everybody's Changing,Keane,https://p.scdn.co/mp3-preview/3783480c279c128024094dc1d03ea9bf0785aba9?cid=774b29d4f13844c495f206cafdad9c86,05S0MaQOMQKj3is716qkSl,Rock,2004,214413,0.505,0.841,0,-3.526,1,0.0311,0.00135,0.000322,0.119,0.441,94.01,4
TROVIUK128F145A17F,Ooh La,The Kooks,https://p.scdn.co/mp3-preview/74df4290711741a30d54a02929a93b0303994731?cid=774b29d4f13844c495f206cafdad9c86,0QiQwayYRa0WC6u4mQJtDI,Rock,2006,208973,0.543,0.873,10,-5.159,0,0.0803,0.0165,9.45e-05,0.15,0.786,150.891,4
TRHJOFO12903CBFDE9,There Is a Light That Never Goes Out,The Smiths,https://p.scdn.co/mp3-preview/839d38dbf04ca2ff858eb03d0442358ffb393adb?cid=774b29d4f13844c495f206cafdad9c86,0AF5UIZeHvvnXI1phyhyZ9,Rock,2008,243573,0.522,0.734,4,-6.899,1,0.0269,0.0425,0.0,0.172,0.864,135.991,4
TRADYQK128F42A762A,Stockholm Syndrome,Muse,https://p.scdn.co/mp3-preview/cad2e01d066258e45dee8ec43debc831e2745dd6?cid=774b29d4f13844c495f206cafdad9c86,0G3EZgjMJEVkwspqTnnziV,Rock,2003,297000,0.434,0.977,2,-4.845,1,0.0786,0.00187,0.166,0.347,0.0939,128.223,4
