track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRAAHSY128F147BB5C,Speed of Sound,Coldplay,https://p.scdn.co/mp3-preview/739f1ff67c5b9a416d7a1136c2e15b53a67bdce9?cid=774b29d4f13844c495f206cafdad9c86,1CAPtD2FgB23xGewa3nqkg,rock|alternative|indie|pop|alternative_rock|indie_rock|british|piano|00s|britpop|mellow,Rock,2008,287906,523,898,11,-6.765,0,567,491,345,746,355,123.085,4
TRPSVTL128F936017F,Sultans of Swing,Dire Straits,https://p.scdn.co/mp3-preview/a00a90236f87d059c5a9ff481680a29f7a60e8bb?cid=774b29d4f13844c495f206cafdad9c86,00C4IJWpY3k2cmo7dHuSs1,rock|classic_rock|80s|70s|guitar,Rock,2013,348812,736,815,5,-9.302,1,304,763,799,0.27,921,148.152,4
TRXNSKZ128F427F1FB,Last Nite,The Strokes,https://p.scdn.co/mp3-preview/dd2111a218b3007e3e23a6be300a87f02aee045a?cid=774b29d4f13844c495f206cafdad9c86,1zfcJIw2XkBoBSOzLDbiM5,rock|alternative|indie|alternative_rock|indie_rock|00s,Rock,2001,193373,624,899,0,-5.71,1,295,223,155,975,797,104.055,4
TRASRXK128F9311176,Fake Tales of San Francisco,Arctic Monkeys,https://p.scdn.co/mp3-preview/93d7fa28380ae4499a16dececa48b7a117bd44ea?cid=774b29d4f13844c495f206cafdad9c86,1RqqEU82PZFxy9AOntKosx,rock|alternative|indie|alternative_rock|indie_rock|british|britpop,Rock,2006,179946,453,772,11,-4.466,0,464,109,0.0,392,702,127.148,4
TRRVVTK128F422BB5D,Don't Stop Me Now,Queen,https://p.scdn.co/mp3-preview/6042b8adbf1102b28d5da81aa952134af83080b1?cid=774b29d4f13844c495f206cafdad9c86,0ch4H0B6RvfOvpI47YXyre,rock|classic_rock|80s|british|70s,Pop,1979,268173,0.45,863,0,-11.825,1,194,502,241,689,0.23,159.335,4
TROCLWN128F92EB284,Fluorescent Adolescent,Arctic Monkeys,https://p.scdn.co/mp3-preview/cb8560b45aa0d4028e94a2648686c460641074d0?cid=774b29d4f13844c495f206cafdad9c86,02Y78WneC8bUaKWouKl00v,rock|alternative|indie|alternative_rock|indie_rock|british|00s|britpop,Pop,2007,177534,647,818,6,-5.222,0,291,196,3.04e-05,177,813,112.109,4
TRWQINA128F9339E57,Buddy Holly,Weezer,https://p.scdn.co/mp3-preview/8e4fe24146a0acac840e9f3ed45f92b684bd96bf?cid=774b29d4f13844c495f206cafdad9c86,0gOyllwzM7IvfuYZ903zNv,rock|alternative|indie|alternative_rock|indie_rock|90s|american,Rock,1994,159226,556,0.92,8,-4.606,1,367,271,21,117,771,121.138,4
TRRKQMW128F9312597,Banquet,Bloc Party,https://p.scdn.co/mp3-preview/c458c74ad185378340fe18e7ea32214136ac27bc?cid=774b29d4f13844c495f206cafdad9c86,10DvIvSGKXCbAQtWsmJ5TF,rock|alternative|indie|alternative_rock|indie_rock|british|post_punk|britpop,Rock,2011,198986,568,967,10,-3.804,0,728,163,314,315,756,149.949,4
TRFOVTO128F4228CC3,Fortunate Son,Creedence Clearwater Revival,https://p.scdn.co/mp3-preview/3136857b0f683af80257d8641b8e2680ddd8f2ce?cid=774b29d4f13844c495f206cafdad9c86,02W3Xt0zd4cXTQ923Cx9Q3,rock|classic_rock|60s,Rock,2005,138052,631,761,0,-3.905,1,381,562,0.26,201,0.45,132.498,4
TRINBYX128E0788920,1979,The Smashing Pumpkins,https://p.scdn.co/mp3-preview/133a9c8c49f32b3efa5addbd4fc1a553382da3d0?cid=774b29d4f13844c495f206cafdad9c86,0x2RFa998GW2SJ0taSn9W6,rock|alternative|indie|alternative_rock|90s|grunge,Rock,2013,267266,0.77,806,3,-9.414,1,329,153,614,542,963,126.888,4
TRXCCHH128F429C0A9,Lonely Day,System of a Down,https://p.scdn.co/mp3-preview/b11499607c5ba42aae537b0aebd3bef92f335eba?cid=774b29d4f13844c495f206cafdad9c86,0EJHR4yvxC4TdLdbmQ9Ktq,rock|alternative|metal|alternative_rock|hard_rock|nu_metal,Rock,2010,167906,0.47,796,8,-3.277,0,336,362,1.11e-06,133,215,113.108,3
TRYFESD128F424095C,How You Remind Me,Nickelback,https://p.scdn.co/mp3-preview/bce58ffc6c70e0fcf2f2c0228f794743a07569ab?cid=774b29d4f13844c495f206cafdad9c86,0F2nGhgFNlkVHm81zNEvW6,rock|alternative|alternative_rock|hard_rock,Rock,2001,223826,0.44,763,10,-5.023,1,337,119,0.0,108,538,172.159,4
TRRGJNU128F92F42BF,Light My Fire,The Doors,https://p.scdn.co/mp3-preview/587df1d06b120c97f7859c8e47f7f59ac65096f0?cid=774b29d4f13844c495f206cafdad9c86,04Z8wWkZ9jUFXIbjs1sgUt,rock|classic_rock|psychedelic|60s|psychedelic_rock,Rock,2012,412280,424,619,4,-10.116,0,306,278,0.0,585,523,130.514,4
TRCBZKH128F4277109,We Will Rock You,Queen,https://p.scdn.co/mp3-preview/77650d27f9d1c150eaacf12ab83ce62b2e99dca0?cid=774b29d4f13844c495f206cafdad9c86,03jhnLcIT8C4DhXnNecOZv,rock|classic_rock|hard_rock|80s|british|70s,Rock,2006,121706,0.69,0.44,11,-8.528,0,768,654,0.0,538,494,81.234,4
TRXIBFG128F42A4CFF,The Kids Aren't Alright,The Offspring,https://p.scdn.co/mp3-preview/74fd14ff0029da616e14376e853697dc10079783?cid=774b29d4f13844c495f206cafdad9c86,1kYq9r2xSLCPbCpb6jvr4V,rock|alternative|alternative_rock|punk|punk_rock|90s,Rock,2005,179946,512,945,1,-4.204,1,347,6,3.25e-05,581,812,99.552,4
TRBRRRZ128F930AB47,One Step Closer,Linkin Park,https://p.scdn.co/mp3-preview/4859175e37ab4336af22f983fec6d2d126a2b1de?cid=774b29d4f13844c495f206cafdad9c86,0jLPZfxVzioMLFVx4dcIy1,rock|alternative|metal|alternative_rock|hard_rock|nu_metal,Rock,2000,157333,492,969,9,-4.419,1,491,14,1.32e-06,787,538,95.136,4
TRGDQFS128F933AD5C,Violet Hill,Coldplay,https://p.scdn.co/mp3-preview/d1203aa08085a764cc2d494e48f6aaf58b244e59?cid=774b29d4f13844c495f206cafdad9c86,0aeknkZO0MWCdgwlNMypib,rock|alternative|indie|pop|alternative_rock|british|00s|britpop,Rock,2008,221306,332,587,1,-7.905,0,362,571,162,864,109,76.051,4
TRRIGXH12903CB17E1,The Reason,Hoobastank,https://p.scdn.co/mp3-preview/b88392e350a215b5f6f4cf309b6ceabe925ec1a8?cid=774b29d4f13844c495f206cafdad9c86,0f9Ux3Lv1GWGHMyyOgGhbC,rock|alternative|pop|alternative_rock|love|pop_rock,RnB,2010,233173,464,585,4,-7.889,1,283,948,0.0,131,716,82.852,4
TRBNYBX128F422EC61,Hey There Delilah,Plain White T's,https://p.scdn.co/mp3-preview/fbac064e4b0b969269bb8f0120b12ee588bf50bf?cid=774b29d4f13844c495f206cafdad9c86,03U2Ypm7VifnymUMQC0CUh,rock|alternative|indie|pop|indie_rock|acoustic|emo|love|beautiful|mellow,Rock,2006,247060,451,261,2,-12.467,1,29,981,3.21e-06,659,372,100.46,4
TRAAXZC128F9360095,When the Sun Goes Down,Arctic Monkeys,https://p.scdn.co/mp3-preview/a94924e4d62c59fe7f1b35b2cb219b490518449d?cid=774b29d4f13844c495f206cafdad9c86,0bgpvcmfscIdN41ZPwHy5H,rock|alternative|indie|alternative_rock|indie_rock|british|00s|britpop,Rock,2006,202013,0.35,868,11,-4.903,0,171,357,0.0,0.13,415,169.631,4
TRBBVGN128F931CBE4,Come Together,The Beatles,https://p.scdn.co/mp3-preview/0b7f27e54b99170672e251a5fa65c6846ed8d9ec?cid=774b29d4f13844c495f206cafdad9c86,2Cy21RP95WjKPXjS343LoK,rock|pop|classic_rock|british|psychedelic|60s|oldies,Jazz,2014,206091,515,747,9,-4.369,0,434,321,5.37e-05,313,365,178.134,4
TRSJJWD128F930EAD7,What I've Done,Linkin Park,https://p.scdn.co/mp3-preview/b2bdf31db7c3a90dfa8f5c7539f8832c4089afe8?cid=774b29d4f13844c495f206cafdad9c86,18lR4BzEs7e3qzc0KVkTpU,rock|alternative|metal|alternative_rock|nu_metal,Rock,2007,205613,623,0.93,5,-5.285,1,324,141,1.64e-06,138,287,120.119,4
TRDMUWU128E078EDDB,Dumb,Nirvana,https://p.scdn.co/mp3-preview/b8463d9fe1e8540fd6d673d05d8e8de6951d350d?cid=774b29d4f13844c495f206cafdad9c86,13noTim30TG19L0rg9fa9k,rock|alternative|alternative_rock|90s|grunge,Rock,1993,149706,682,405,6,-11.86,1,28,151,387,0.27,846,113.719,4
TRFOWKL12903CB3227,Sympathy for the Devil,The Rolling Stones,https://p.scdn.co/mp3-preview/e27a1939734aa019623c581ca1284ca640a5dc43?cid=774b29d4f13844c495f206cafdad9c86,01EiSKCrmQvNWWn0bt13eR,rock|classic_rock|british|60s,Electronic,1995,528693,479,874,9,-8.845,1,723,333,424,686,834,118.657,4
TRXHJXZ128F423A18E,Immigrant Song,Led Zeppelin,https://p.scdn.co/mp3-preview/8455599677a13017978dcd3f4b210937f0a16bcb?cid=774b29d4f13844c495f206cafdad9c86,0PHVHKVy87eLKx3UJ6KwC0,rock|classic_rock|hard_rock|british|70s,Country,2003,145066,574,926,11,-10.79,1,562,31,478,386,609,113.097,4
TRARTEH128F423DBC1,15 Step,Radiohead,https://p.scdn.co/mp3-preview/18f2a704083cc69612e54165b0afeba18aa9462e?cid=774b29d4f13844c495f206cafdad9c86,6dsq7Nt5mIFzvm5kIYNORy,rock|electronic|alternative|indie|alternative_rock|experimental|indie_rock|british|britpop,Rock,2007,237293,0.6,853,1,-7.584,1,423,489,346,934,847,94.457,4
TRLMSAQ128F92E2532,Let It Be,The Beatles,https://p.scdn.co/mp3-preview/59c2b7b194724d52b5929df8039d9028fe45a4e6?cid=774b29d4f13844c495f206cafdad9c86,28YZkdihqt3e37t1IcqJIu,rock|pop|classic_rock|british|piano|60s|oldies,Rock,2012,236133,401,186,0,-17.001,1,356,588,0.84,103,504,75.894,4
TRRGBWT128F4274A56,Drive,Incubus,https://p.scdn.co/mp3-preview/529519c74312d9a940114264e608f8cbf779628a?cid=774b29d4f13844c495f206cafdad9c86,01OTQZCspr2Y2HRpq9mr7N,rock|alternative|indie|alternative_rock|90s|acoustic,Rock,2009,232760,645,835,4,-5.975,0,372,597,139,158,661,90.56,4
TRYALRP128F92F521E,Aerials,System of a Down,https://p.scdn.co/mp3-preview/17c08cf40c2f21a4b3e65fd092749a3e35e59b68?cid=774b29d4f13844c495f206cafdad9c86,0m9h2rgCymn7kreQoNKwD8,rock|alternative|metal|alternative_rock|hard_rock|nu_metal,Metal,2011,234826,406,924,0,-3.384,0,516,146,422,774,254,79.957,4
TRCUFYM12903CC389B,1901,Phoenix,https://p.scdn.co/mp3-preview/cab75790dd36721176158c47a838537751aba68d?cid=774b29d4f13844c495f206cafdad9c86,0cbj0DM7lfCr4uH4dULU4u,rock|electronic|alternative|indie|pop|indie_rock|dance|indie_pop|french,Rock,2009,193106,604,833,0,-5.406,1,419,608,3.79e-05,242,722,144.079,4
TRWVOJJ12903CCC654,My Immortal,Evanescence,https://p.scdn.co/mp3-preview/1d1e3814d3256397f6e6702e7a92e11fb734b519?cid=774b29d4f13844c495f206cafdad9c86,0ftNFLfm5CaVQtJCK0w2L5,rock|alternative|female_vocalists|metal|alternative_rock|piano|love|beautiful|gothic_metal|gothic,Rock,2014,270266,364,285,9,-9.927,1,32,0.75,5.69e-06,0.1,707,149.552,4
TRALASU128F9319112,Yesterday,The Beatles,https://p.scdn.co/mp3-preview/c5031508b93f27638b3a951fc5e93747123a36fe?cid=774b29d4f13844c495f206cafdad9c86,0ngCazpXcGnEVmfM28TiIU,rock|pop|classic_rock|british|acoustic|60s|oldies|beautiful,Jazz,2013,177000,458,781,6,-19.955,0,44,993,0.94,955,0.23,83.624,4
TRRJXQO128F42581B4,Maps,Yeah Yeah Yeahs,https://p.scdn.co/mp3-preview/e2cede18cc48931a5a4662bd3ffad8e899be0581?cid=774b29d4f13844c495f206cafdad9c86,1B5KN9mubQY65Xad38J4oI,rock|alternative|indie|female_vocalists|alternative_rock|indie_rock|love|beautiful|00s,Rock,2004,214973,532,935,7,-5.839,1,55,88,251,297,253,119.762,4
TRRUOJE128F931C966,Reckoner,Radiohead,https://p.scdn.co/mp3-preview/ea5618eca9b969c806fff7e34df1c55f3ef1284b?cid=774b29d4f13844c495f206cafdad9c86,0rvRs0ggyGWRp7ygw7Zi0S,rock|electronic|alternative|indie|alternative_rock|experimental|indie_rock|british|chillout|beautiful|britpop,Rock,2008,289760,0.49,632,4,-7.449,0,27,496,157,827,237,104.265,4
TRIMBSF128F92FDD26,Last Resort,Papa Roach,https://p.scdn.co/mp3-preview/3275999b8cf38d3e10bb7829f2ae3cd1a657b6d2?cid=774b29d4f13844c495f206cafdad9c86,0SjhCnjTT2bXD9RtU8bFT9,rock|alternative|metal|alternative_rock|hard_rock|nu_metal,Folk,2000,199893,0.59,894,4,-3.661,0,579,387,661,269,732,90.604,4
TRHHSUX128F932E546,Bodysnatchers,Radiohead,https://p.scdn.co/mp3-preview/f7d0f2aabcc8ba2137bddb487865d37f4d521570?cid=774b29d4f13844c495f206cafdad9c86,1frWqD5oqa1mukQJKYyzqn,rock|electronic|alternative|indie|alternative_rock|experimental|indie_rock|british|psychedelic|00s,Electronic,2008,241506,0.4,979,2,-4.988,1,602,612,319,879,712,83.369,4
TRUDJQA128F930F7B9,Lucky,Radiohead,https://p.scdn.co/mp3-preview/2471315d277d1a8114c1b467f849c026522f23c2?cid=774b29d4f13844c495f206cafdad9c86,0aJanktxAN8A1n09lglSUg,rock|alternative|indie|alternative_rock|indie_rock|british|90s|beautiful|britpop,Rock,2008,259640,199,419,11,-9.365,0,324,472,575,114,216,133.397,4
TRITVFR128E078EE0B,Drain You,Nirvana,https://p.scdn.co/mp3-preview/da7756514debde7f7918c54b7b30628de8a3f88f?cid=774b29d4f13844c495f206cafdad9c86,0bTLGlCqwZXwJGWGE2Dywg,rock|alternative|alternative_rock|90s|grunge,Rock,1991,223880,325,929,11,-5.625,0,695,129,2.22e-06,184,198,133.358,4
TRFXBVX128F4265DC7,Bulls on Parade,Rage Against the Machine,https://p.scdn.co/mp3-preview/9a0a212b91ae9561473158a58852f10d91a32440?cid=774b29d4f13844c495f206cafdad9c86,0tZ3mElWcr74OOhKEiNz1x,rock|alternative|metal|alternative_rock|hard_rock|90s,Rock,1996,229466,412,919,5,-7.291,1,184,124,601,424,572,166.367,4
TRAVBMS128F1458D8C,Give It Away,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/59e67f529bfe71e385a2b0abfc5e748e3a576608?cid=774b29d4f13844c495f206cafdad9c86,0IRA91bYKETRPMmR7ElJ4X,rock|alternative|alternative_rock|90s|funk,Rock,2014,284266,683,989,9,-2.092,0,616,579,108,964,781,91.558,4
TRULNMQ128F92E1FDA,Plug In Baby,Muse,https://p.scdn.co/mp3-preview/61726c38fc9e4b262bdc5ef805dcb844b58b827e?cid=774b29d4f13844c495f206cafdad9c86,0wJ9toDPSurZw7IGZVk566,rock|alternative|indie|alternative_rock|indie_rock|progressive_rock|british,Rock,2001,220480,406,953,2,-5.74,1,473,6.48e-06,407,911,307,136.007,4
TRFYALP128F4281930,Rebellion (Lies),Arcade Fire,https://p.scdn.co/mp3-preview/5f45cc727dfb702475cfc70fafa8bb8e861997c1?cid=774b29d4f13844c495f206cafdad9c86,0XpcgpD48q7mtdHheRqvpa,rock|alternative|indie|alternative_rock|indie_rock|beautiful|00s,Rock,2004,310893,404,938,8,-5.637,1,357,878,503,336,757,127.162,4
TROHBTQ128F427ECF2,Holiday,Green Day,https://p.scdn.co/mp3-preview/d2268e35743722faa0e04924901369d41dfe7a09?cid=774b29d4f13844c495f206cafdad9c86,4VgEM12OeaN3GyBV487Me7,rock|alternative|alternative_rock|punk|punk_rock|american,Rock,2017,232680,552,0.89,8,-3.409,1,342,143,0.0,888,716,146.525,4
TRCQKEZ128F933F180,Behind Blue Eyes,Limp Bizkit,https://p.scdn.co/mp3-preview/99248f94fbcf65041492d72dbc8bd65c1ec02fee?cid=774b29d4f13844c495f206cafdad9c86,0ApGb6NH1TQP7klarPq2VW,rock|alternative|metal|alternative_rock|cover|nu_metal,Rock,2005,269386,586,502,7,-6.114,1,272,417,0.0,971,101,120.297,4
TRZODCU128F933923E,Chelsea Dagger,The Fratellis,https://p.scdn.co/mp3-preview/2a61b34b4a8fbed6f1cd788946721ebb54b7804b?cid=774b29d4f13844c495f206cafdad9c86,084kYAuQJmG0WoFGwwhyHK,rock|alternative|indie|alternative_rock|indie_rock|british|britpop,Rock,2010,213893,509,754,7,-5.014,1,128,517,0.0,0.12,528,154.671,4
TRFOBPI128F42734B9,The Unforgiven,Metallica,https://p.scdn.co/mp3-preview/12ea9e15edc7c5ac3e3796129a5ca35a9e768c43?cid=774b29d4f13844c495f206cafdad9c86,0BAjUM6V9P9g8rK83hVUTJ,rock|metal|hard_rock|heavy_metal|thrash_metal|90s,Metal,1991,386493,0.54,584,7,-9.579,1,254,108,296,253,244,139.261,4
